StateAbbrev,fips5,year,drylandAg,pasture,active,lossDrylandAg,lossPasture,currentIrr_20152017_acres,totalLostDrylandAg,totalLostPasture,percentLost_drylandAg,percentLost_pasture
CO,08063,2018,40.506941167762456,0.687243904388733,216901.98752936316,40.506941167762456,0.687243904388733,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2019,82.71215147589783,21.6492919066214,216797.62608598065,123.21909264366028,22.336535811010133,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2020,125.87168618063112,5.155147207403259,216666.5992525926,249.0907788242914,27.491683018413394,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2021,91.34683315985474,2.2328053220010378,216573.01961411076,340.43761198414614,29.724488340414432,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2022,168.42825728120272,0.5150399379833984,216404.07631689156,508.86586926534886,30.239528278397827,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2023,79.46720010730652,4.635482858611756,216319.97363392563,588.3330693726554,34.87501113700959,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2024,97.89099852404216,10.47330840991974,216211.6093269917,686.2240678966975,45.348319546929325,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2025,83.5746893355951,34.49729573061127,216093.5373419255,769.7987572322926,79.84561527754059,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2026,17.33253440980835,17.677074205351868,216058.52773331033,787.131291642101,97.52268948289246,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2027,61.79494654586548,30.7146926725885,215966.01809409185,848.9262381879664,128.23738215548096,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
CO,08063,2028,132.6276299974689,26.256334916273804,215807.13412917813,981.5538681854354,154.49371707175476,216943.1817144353,102404.37263779725,12247.804590872693,0.47203314632212434,0.05645627806360198
